graph_order,acronym,name_x,DHBA_name,DHBA_acronym,DHBA_id,color_hex_triplet,uDHBA_id,r,g,b,a,vis,msh
709,VApr,principal division of VA,parvocellular division of VA,VApr,DHBA:10418,#A554A0,1118,220,190,255,1,1,1
710,VAm,medial subdivision of VApr,,,DHBA:AA30290,,1119,230,25,75,1,1,1
711,VAl,lateral subdivision of VApr,,,DHBA:AA30291,,1120,210,245,60,1,1,1
712,VAcd,caudodorsal extension of VA,,,DHBA:AA30292,,1121,250,190,212,1,1,1
713,VAmc,magocellular division of VA,magnocellular division of VA,VAmc,DHBA:10419,#9E4C94,1122,60,180,75,1,1,1
714,VL,ventral lateral nucleus of thalamus,ventral lateral nucleus of thalamus,VL,DHBA:10420,#B067A9,166,4,188,151,1,1,1
715,VLr,rostral subdivision of VL,rostral division of VL,VLR,DHBA:10421,#B067A9,1123,145,30,180,1,1,1
716,VLx,medial subdivision of VL (nucleus x of thalamus),medial subdivision of VLC (area x),VLCx,DHBA:13039,#BF89BC,1124,128,128,128,1,1,1
717,VLc,caudal subdivision of VL,caudal division of VL,VLC,DHBA:10422,#B067A9,1125,128,128,128,1,1,1
718,VLcd,dorsal part of caudal subdivision of VL,dorsal subdivision of VLC,VLCd,DHBA:13037,#B067A9,1126,220,190,255,1,1,1
719,VLcv,ventral part of caudal subdivision of VL,ventral subdivision of VLC,VLCv,DHBA:13038,#B67BB4,1127,255,215,180,1,1,1
720,VLvm,ventromedial subdivision of VL,,,DHBA:AA30293,,1128,220,190,255,1,1,1
721,VM,ventral medial nucleus of thalamus,ventral medial nucleus of thalamus,VM,DHBA:10427,#9E4C94,172,53,152,218,1,1,1
722,VPT,ventral posterior nuclei of thalamus,ventral posterior nucleus of thalamus,VPT,DHBA:10423,#9E4C94,167,42,48,101,1,1,1
723,VPL,ventral posterior lateral nucleus,ventral posterior lateral nucleus,VPL,DHBA:10424,#9E4C94,168,32,35,172,1,1,1
724,VPLr,rostral division of ventral posterior lateral nucleus,rostral division of ventral posterior lateral nucleus,VPLr,DHBA:266441511,#9E4C94,1129,170,255,195,1,1,1
725,VPLc,caudal division of ventral posterior lateral nucleus,caudal division of ventral posterior lateral nucleus,VPLc,DHBA:266441515,#9E4C94,1130,0,130,200,1,1,1
726,VPM,ventral posterior medial nucleus,ventral posterior medial nucleus,VPM,DHBA:10425,#9E4C94,169,136,49,69,1,1,1
727,VPS,ventral posterior superior nucleus,,,DHBA:AA30294,,1131,70,240,240,1,1,1
728,VPpc,parvicellular division of ventral posterior nucleus,parvocellular division of VPM,VPMpc,DHBA:146034766,#8C4685,1132,255,250,200,1,1,1
729,VPI,ventral posterior inferior nucleus,ventral posterior inferior nucleus,VPI,DHBA:10426,#9E4C94,170,144,26,188,1,1,1
730,VMb,basal ventral medial nucleus,basal ventral medial nucleus,VMb,DHBA:13040,#9E4C94,171,143,106,163,1,1,1
731,PoN,posterior nuclear complex of thalamus,posterior nuclear complex of thalamus,PoN,DHBA:10428,#BF89BC,173,147,21,65,1,1,1
732,LGC,lateral geniculate nuclear complex,,,DHBA:AA30295,,1133,170,110,40,1,1,1
733,LG,lateral geniculate nucleus (dorsal lateral geniculate nucleus),lateral geniculate nucleus,LG,DHBA:10429,#8C4685,174,98,249,223,1,1,1
734,LGmc,magnocellular layers of LG,magnocellular layer of DLG,DLGmc,DHBA:10431,#773671,1134,0,128,128,1,1,1
735,LG1,layer 1 of LG,layer 1 of DLG,DLG1,DHBA:11571,#773671,1135,255,250,200,1,1,1
736,LG2,layer 2 of LG,layer 2 of DLG,DLG2,DHBA:11572,#773671,1136,210,245,60,1,1,1
737,LGpc,parvicellular layers of LG,parvicellular layer of DLG,DLGpc,DHBA:10432,#8C4685,1137,0,128,128,1,1,1
738,LG3,layer 3 of LG,layer 3 of DLG,DLG3,DHBA:11573,#8C4685,1138,240,50,230,1,1,1
739,LG4,layer 4 of LG,layer 4 of DLG,DLG4,DHBA:11574,#8C4685,1139,220,190,255,1,1,1
740,LG5,layer 5 of LG,layer 5 of DLG,DLG5,DHBA:11575,#8C4685,1140,230,25,75,1,1,1
741,LG6,layer 6 of LG,layer 6 of DLG,DLG6,DHBA:11576,#8C4685,1141,250,190,212,1,1,1
742,LGko,koniocellular layers of LG,koniocellular layer of DLG,DLGk,DHBA:266441519,#E4CDE4,1142,240,50,230,1,1,1
743,LGko1,layer 1 (S layer) of LGko,,,DHBA:AA30296,,1143,220,190,255,1,1,1
744,LGko2,layer 2 of LGko,,,DHBA:AA30297,,1144,70,240,240,1,1,1
745,LGko3,layer 3 of LGko,,,DHBA:AA30298,,1145,0,0,128,1,1,1
746,LGko4,layer 4 of LGko,,,DHBA:AA30299,,1146,240,50,230,1,1,1
747,LGko5,layer 5 of LGko,,,DHBA:AA30300,,1147,128,128,128,1,1,1
748,LGko6,layer 6 of LGko,,,DHBA:AA30301,,1148,250,190,212,1,1,1
749,PG,pregeniculate nucleus (ventral lateral geniculate nucleus),pregeniculate nucleus,PG,DHBA:13042,#A554A0,176,150,77,31,1,1,1
750,PGpr,principal part of pregeniculate nucleus,,,DHBA:AA30302,,1149,128,0,0,1,1,1
751,PGpc,parvicellular part of PGpr,,,DHBA:AA30303,,1150,60,180,75,1,1,1
752,PGmc,magocellular part of PGpr,,,DHBA:AA30304,,1151,145,30,180,1,1,1
753,IGL,intergeniculate leaf,,,DHBA:AA30305,,1152,145,30,180,1,1,1
754,PGov,oval body of pregeniculate nucleus,,,DHBA:AA30306,,1153,0,128,128,1,1,1
755,MGC,medial geniculate nuclear complex,,,DHBA:AA30307,,1154,145,30,180,1,1,1
756,MG,medial geniculate nucleus,medial geniculate nuclei,MG,DHBA:10434,#B67BB4,177,17,142,10,1,1,1
757,DMG,dorsal (rostral) division of medial geniculate nucleus,dorsal medial geniculate nucleus,DMG,DHBA:10435,#B67BB4,1155,60,180,75,1,1,1
758,DMGrd,rostrodorsal subdivision of DMG,anterodorsal subdivision of DMG,DMGad,DHBA:10436,#B67BB4,1156,145,30,180,1,1,1
759,DMGcd,caudodorsal subdivision of DMG,posterodorsal subdivision of DMG,DMGpd,DHBA:10437,#B67BB4,1157,250,190,212,1,1,1
760,VMG,ventral (caudal) division of medial geniculate nucleus,ventral medial geniculate nucleus,VMG,DHBA:10438,#BF89BC,1158,128,0,0,1,1,1
761,VMGr,rostral subdivision of the VMG,,,DHBA:AA30308,,1159,60,180,75,1,1,1
762,VMGc,caudal subdivision of the VMG,,,DHBA:AA30309,,1160,170,255,195,1,1,1
763,MMG,medial division of medial geniculate nucleus,magnocellular (medial) nucleus,MMG,DHBA:10439,#B067A9,1161,60,180,75,1,1,1
764,MzMG,marginal zone of medial geniculate nucleus,limitans part of medial geniculate nucleus,LiMG,DHBA:266441523,#B067A9,1162,145,30,180,1,1,1
765,SGN,suprageniculate nucleus,suprageniculate nucleus of thalamus,SGN,DHBA:13044,#95498A,1163,128,128,0,1,1,1
766,PaMG,parageniculate nuclear complex,,,DHBA:AA30310,,1164,230,25,75,1,1,1
767,PoT,posterior nucleus of thalamus,posterior nucleus of thalamus,Po,DHBA:10440,#B67BB4,178,255,225,25,1,1,1
768,PMg,posterior marginal (intralaminar) nucleus of thalamus ,,,DHBA:AA30311,,1165,255,215,180,1,1,1
769,PCT,parvicellular nucleus of posterior thalamus,,,DHBA:AA30312,,1166,128,128,128,1,1,1
770,PP,peripeduncular nucleus,peripeduncular nucleus,PP,DHBA:12285,#56A1BB,1167,245,130,48,1,1,1
771,PLi,posterior limitans nucleus,,,DHBA:AA30313,,1168,230,25,75,1,1,1
772,Eth,ethmoid thalamic nucleus,,,DHBA:AA30314,,1169,145,30,180,1,1,1
773,REth,retroethmoid thalamic nucleus,,,DHBA:AA30315,,1170,128,0,0,1,1,1
774,ILN,intralaminar nuclear complex of thalamus,intralaminar nuclear complex,ILN,DHBA:10442,#BF89BC,180,246,150,35,1,1,1
775,ILNr,rostral intralaminar nuclei of thalamus,anterior group of intralaminar nuclei,AILN,DHBA:10443,#B67BB4,181,60,180,75,1,1,1
776,PC,paracentral nucleus of thalamus,paracentral nucleus of thalamus,PC,DHBA:10446,#B67BB4,1171,210,245,60,1,1,1
777,PCl,lateral (parvicellular) part of PC,,,DHBA:AA30316,,1172,0,128,128,1,1,1
778,PCm,medial (magocellular) part of PC,,,DHBA:AA30317,,1173,70,240,240,1,1,1
779,CL,central lateral nucleus of thalamus,central lateral nucleus of the thalamus,CL,DHBA:10444,#B67BB4,1174,60,180,75,1,1,1
780,CLm,medial division of central lateral nucleus ,medial division of central lateral nucleus ,CLm,DHBA:266441527,#B67BB4,1175,255,215,180,1,1,1
781,CLl,lateral division of central lateral nucleus,lateral division of central lateral nucleus,CLl,DHBA:266441531,#B67BB4,1176,255,215,180,1,1,1
782,CLs,superior division of central lateral nucleus,dorsal division of central lateral nucleus,CLs,DHBA:266441535,#B67BB4,1177,60,180,75,1,1,1
783,CLc,caudal division of central lateral nucleus,caudal division of central lateral nucleus,CLc,DHBA:266441539,#B67BB4,1178,170,110,40,1,1,1
784,AnT,angular nucleus of thalamus ,,,DHBA:AA30318,,1179,255,250,200,1,1,1
785,CD,central dorsal nucleus of thalamus,central dorsal nucleus of thalamus,CD,DHBA:13331,#B67BB4,1180,255,250,200,1,1,1
786,CeM,medial division of the central nucleus,central medial nucleus of thalamus,CeM,DHBA:10445,#B67BB4,991,245,130,48,1,1,1
787,CeM,central medial nucleus of thalamus,central medial nucleus of thalamus,CeM,DHBA:10445,#B67BB4,991,245,130,48,1,1,1
788,ILNc,caudal intralaminar nuclei of thalamus,posterior group of intralaminar nuclei,PILN,DHBA:10448,#B67BB4,182,255,250,200,1,1,1
789,Pf,parafascicular nucleus of thalamus,parafascicular nucleus of thalamus,Pf,DHBA:10450,#B067A9,184,122,15,16,1,1,1
790,Pfl,lateral division of parafascicular nucleus of thalamus,lateral division of parafascicular nucleus of thalamus,Pfl,DHBA:13052,#B067A9,1182,170,255,195,1,1,1
791,Pfm,medial division of parafascicular nucleus of thalamus,medial division of parafascicular nucleus of thalamus,Pfm,DHBA:13053,#B67BB4,1183,210,245,60,1,1,1
792,CM,centromedian nucleus of thalamus,centromedian nucleus of thalamus,CM,DHBA:10449,#B67BB4,183,199,119,67,1,1,1
793,CMl,lateral division of centromedian nucleus of thalamus,lateral division of centromedian nucleus of thalamus,CMl,DHBA:13050,#B67BB4,1184,255,225,25,1,1,1
794,CMm,medial division of centromedian nucleus of thalamus,medial division of centromedian nucleus of thalamus,CMm,DHBA:13051,#BF89BC,1185,250,190,212,1,1,1
795,PCM,paracentromedian (ovral) nucleus of thalamus,,,DHBA:AA30319,,1186,255,250,200,1,1,1
796,VTH,ventral thalamus,ventral thalamus,VTH,DHBA:10461,#BF89BC,193,157,110,71,1,1,1
797,Rt,reticular nucleus of thalamus,reticular nucleus of thalamus,R,DHBA:10464,#A554A0,196,255,225,25,1,1,1
798,Rmc,magnocellular division of reticular nucleus,magnocellular division of reticular nucleus,Rmc,DHBA:13059,#B067A9,1187,240,50,230,1,1,1
799,Rpc,parvicellular division of reticular nucleus (perireticular nucleus),parvocellular division of reticular nucleus (perireticular nucleus),Rpc,DHBA:13060,#BF89BC,1188,60,180,75,1,1,1
800,ZI,zona incerta,zona incerta,ZI,DHBA:10463,#B067A9,195,54,32,225,1,1,1
801,ZIR,rostral division of ZI,,,DHBA:AA30320,,1189,250,190,212,1,1,1
802,ZIC,caudal division of ZI,,,DHBA:AA30321,,1190,0,130,200,1,1,1
803,ZIPd,dorsal subdivision of ZIC,,,DHBA:AA30322,,1191,255,225,25,1,1,1
804,ZIPv,ventral subdivision of ZIC,,,DHBA:AA30323,,1192,70,240,240,1,1,1
805,SbG,subgeniculate nucleus,,,DHBA:AA30324,,1193,0,128,128,1,1,1
806,FF,nucleus of the field of Forel,nucleus of the field of Forel,FF,DHBA:10462,#B67BB4,194,191,229,36,1,1,1
807,PrRu,prerubral field,,,DHBA:AA30325,,1194,170,255,195,1,1,1
808,EpTH,epithalamus,epithalamus,ETH,DHBA:10451,#CC9FC9,187,245,130,48,1,1,1
809,HN,habenular nuclei,habenular nuclei,HN,DHBA:10452,#B67BB4,188,241,150,233,1,1,1
810,LHN,lateral habenular nucleus,lateral habenular nucleus,LHN,DHBA:10453,#B67BB4,189,113,51,171,1,1,1
811,LHNmc,magnocellular (lateral) division of LHN,magnocellular division of lateral habenular nucleus,LHNmc,DHBA:10454,#B067A9,1195,255,250,200,1,1,1
812,LHNpc,parvicellular (medial) division of LHN,parvicellular division of lateral habenular nucleus,LHNpc,DHBA:10455,#B67BB4,1196,255,225,25,1,1,1
813,LHNin,interstitial (dorsal) division of lateral habenular nucleus,,,DHBA:AA30326,,1197,128,0,0,1,1,1
814,IHN,intermediate (dorsal) habenular nucleus,,,DHBA:AA30327,,1198,170,255,195,1,1,1
815,MHN,medial habenular nucleus,medial habenular nucleus,MHN,DHBA:10456,#9E4C94,190,13,121,197,1,1,1
816,MHNd,dorsal division of medial habenular nucleus,,,DHBA:AA30328,,1199,240,50,230,1,1,1
817,MHNdm,medial part of MHNd,,,DHBA:AA30329,,1200,128,0,0,1,1,1
818,MHNdl,lateral part of MHNd,,,DHBA:AA30330,,1201,128,0,0,1,1,1
819,MHNv,ventral division of medial habenular nucleus,,,DHBA:AA30331,,1202,220,190,255,1,1,1
820,MHNvm,medial part of MHNv,,,DHBA:AA30332,,1203,255,215,180,1,1,1
821,MHNvl,lateral part of MHNv,,,DHBA:AA30333,,1204,230,25,75,1,1,1
822,Pin,pineal body,pineal body,Pin,DHBA:10460,#773671,192,81,253,56,1,1,1
823,SuTH,subthalamus,subthalamus,SubTH,DHBA:10465,#DDD2E6,197,70,240,240,1,1,1
824,STH,subthalamic nucleus,subthalamic nucleus,STH,DHBA:10466,#B799C4,198,106,161,250,1,1,1
825,STHm,medial portion of STH,medial portion of STH,STHm,DHBA:13332,#A78DB4,1205,250,190,212,1,1,1
826,STHld,laterodorsal portion of STH,laterodorsal portion of STH,STHld,DHBA:13333,#9881A5,1206,145,30,180,1,1,1
827,STHlv,lateroventral portion of STH,lateroventral portion of STH,STHlv,DHBA:13334,#8A7595,1207,128,128,128,1,1,1
828,THx,uncharted (diffuse) part of thalamus,,,DHBA:AA30334,,1208,0,130,200,1,1,1
829,THMDe,developing transient structures of thalamus,,,DHBA:AA30335,,1209,250,190,212,1,1,1
830,thVZ,ventricular zone of thalamus,VZ in thalamic region,thVZ,DHBA:10554,#813F7F,1210,240,50,230,1,1,1
831,DMS,dorsal migratory stream,,,DHBA:AA30336,,1211,70,240,240,1,1,1
832,VMS,ventral migratory stream,,,DHBA:AA30337,,1212,255,250,200,1,1,1
833,HTH,hypothalamus,hypothalamus,HTH,DHBA:10467,#E4C9D9,199,14,153,129,1,1,1
834,HTHS,segmentation of hypothalamus,,,DHBA:AA30338,,1213,128,0,0,1,1,1
835,HTHpo,preoptic region of HTH,preoptic region of HTH,HTHpo,DHBA:10468,#DBABC8,200,172,243,164,1,1,1
836,PeVpo,"periventricular nucleus, preoptic portion","periventricular nucleus, preoptic portion",PeVpo,DHBA:10469,#DBABC8,1214,70,240,240,1,1,1
837,PeD,dorsal periventricular nucleus,dorsal periventricular nucleus,DPe,DHBA:266441543,#C178A2,1215,128,0,0,1,1,1
838,PeAV,anteroventral periventricular nucleus,anteroventral periventricular nucleus,AVPe,DHBA:13061,#CF97B9,1216,70,240,240,1,1,1
839,AMPO,anteromedial preoptic nucleus,anteromedial preoptic nucleus,AMPO,DHBA:13062,#C484A9,1217,220,190,255,1,1,1
840,MPA,medial preoptic area,medial preoptic area,MPA,DHBA:266441547,#DFB6CE,1218,220,190,255,1,1,1
841,MPN,medial preoptic nucleus,medial preoptic nucleus,MPN,DHBA:10470,#CF97B9,1219,220,190,255,1,1,1
842,LPA,lateral preoptic area,lateral preoptic area,LPA,DHBA:10471,#DBABC8,1220,255,225,25,1,1,1
843,IMH,intermediate (sexually dimorphic) hypothalamic nuclei,intermediate (sexually dimorphic) hypothalamic nuclei,IMH,DHBA:10472,#B57197,1221,170,255,195,1,1,1
844,MnPO,median preoptic nucleus,median preoptic nucleus,MnPO,DHBA:13063,#C178A2,1222,250,190,212,1,1,1
845,OVLT,organum vasculosum laminae terminalis,organum vasculosum laminae terminalis,OVLT,DHBA:12106,#87281A,1223,245,130,48,1,1,1
846,HTHso,supraoptic region of HTH,supraoptic region of HTH,HTHso,DHBA:10473,#CF97B9,201,138,205,27,1,1,1
847,PeVso,"periventricular nucleus, supraoptic portion","periventricular nucleus, supraoptic portion",PeVso,DHBA:10474,#DBABC8,1224,255,215,180,1,1,1
848,AHN,anterior hypothalamic nucleus,anterior hypothalamic nucleus,AHN,DHBA:10475,#CF97B9,1225,128,128,128,1,1,1
849,VHN,ventral anterior hypothalamic nucleus,,,DHBA:AA30339,,1226,128,128,0,1,1,1
850,AHy,anterior hypothalamic area,anterior hypothalamic area,AnHA,DHBA:266441551,#CF97B9,1227,230,25,75,1,1,1
851,PaH,paraventricular nucleus of hypothalamus,paraventricular nucleus of hypothalamus,PV,DHBA:10476,#A66B8E,1228,255,225,25,1,1,1
852,PaHd,descending division of paraventricular nucleus,descending division of paraventricular nucleus,PVd,DHBA:10477,#C178A2,1229,0,130,200,1,1,1
853,PaHmc,magnocellular division of paraventricular nucleus,magnocellular division of paraventricular nucleus,PVmc,DHBA:10478,#915E7E,1230,245,130,48,1,1,1
854,PaHpc,parvicellular division of paraventricular nucleus,parvicellular division of paraventricular nucleus,PVpc,DHBA:10479,#A66B8E,1231,170,255,195,1,1,1
855,PaHpo,posterior division of paraventricular nucleus,posterior division of paraventricular nucleus,PVpo,DHBA:13064,#C484A9,1232,170,110,40,1,1,1
856,UnN,uncinate nucleus,uncinate nucleus,UnN,DHBA:15535,#DBABC8,1233,240,50,230,1,1,1
857,SCH,suprachiasmatic nucleus,suprachiasmatic nucleus,SCN,DHBA:10480,#CF97B9,1234,0,130,200,1,1,1
858,SCHd,dorsal part of suprachiasmatic nucleus,dorsal part of suprachiasmatic nucleus,SCNd,DHBA:13065,#DBABC8,1235,240,50,230,1,1,1
859,SCHc,central part of suprachiasmatic nucleus,central part of suprachiasmatic nucleus,SCNc,DHBA:13066,#CF97B9,1236,128,128,0,1,1,1
860,RCH,retrochiasmatic nucleus,retrochiasmatic nucleus,RCN,DHBA:15536,#DBABC8,1237,128,0,0,1,1,1
861,SO,supraoptic nucleus,supraoptic nucleus,SO,DHBA:10481,#7D526F,1238,170,255,195,1,1,1
862,SO,superior olivary nucleus,supraoptic nucleus,SO,DHBA:10481,#7D526F,1238,170,255,195,1,1,1
863,SOm,medial part of supraoptic nucleus,,,DHBA:AA30340,,1239,128,0,0,1,1,1
864,SOl,lateral part of supraoptic nucleus,lateral part of supraoptic nucleus,SOl,DHBA:13068,#865977,1240,220,190,255,1,1,1
865,LHso,"lateral hypothalamic area, supraoptic part",,,DHBA:AA30341,,1241,255,250,200,1,1,1
866,SuV,subventricular nucleus,subventricular nucleus,SuV,DHBA:13069,#DBABC8,1242,0,0,128,1,1,1
867,SPZ,subparaventricular zone,subparaventricular zone,SPZ,DHBA:266441555,#DBABC8,1243,70,240,240,1,1,1
868,HTHtu,tuberal region of HTH,tuberal region of HTH,HTHtub,DHBA:10483,#DBABC8,202,240,50,230,1,1,1
869,PeVtu,"periventricular nucleus, tuberal portion","periventricular nucleus, tuberal portion",PeVtub,DHBA:10484,#DDB5CE,1244,240,50,230,1,1,1
870,DHA,dorsal hypothalamic area,dorsal hypothalamic area,DHA,DHBA:13335,#C484A9,1245,145,30,180,1,1,1
871,DMH,dorsomedial hypothalamic nucleus,dorsomedial hypothalamic nucleus,DMH,DHBA:10485,#CF97B9,203,143,41,144,1,1,1
872,DMHco,compact part of dorsomedial hypothalamic nucleus,compact part of dorsomedial hypothalamic nucleus,DMHc,DHBA:10486,#C484A9,1246,250,190,212,1,1,1
873,DMHdi,diffuse part of dorsomedial hypothalamic nucleus,diffuse part of dorsomedial hypothalamic nucleus,DMHd,DHBA:10487,#CF97B9,1247,128,128,0,1,1,1
874,VMH,ventromedial hypothalamic nucleus,ventromedial hypothalamic nucleus,VMH,DHBA:10488,#C178A2,204,246,145,107,1,1,1
875,VMHsh,shell of ventromedial hypothalamic nucleus,,,DHBA:AA30342,,1248,128,0,0,1,1,1
876,VMHco,core of ventromedial hypothalamic nucleus,,,DHBA:AA30343,,1249,250,190,212,1,1,1
877,VMHd,dorsal part of VMHco,dorsal part of ventromedial hypothalamic nucleus,VMHd,DHBA:10489,#C178A2,1250,240,50,230,1,1,1
878,VMHv,ventral part of VMHco,ventral part of ventromedial hypothalamic nucleus,VMHv,DHBA:10490,#A66B8E,1251,60,180,75,1,1,1
879,VMHce,central part of VMHco,,,DHBA:AA30344,,1252,210,245,60,1,1,1
880,ArH,arcuate nucleus of hypothalamus,arcuate nucleus of hypothalamus,Arc,DHBA:10492,#C484A9,206,0,130,200,1,1,1
881,LTu,lateral tuberal nuclei,lateral tuberal nuclei,LT,DHBA:10493,#915E7E,207,230,25,75,1,1,1
882,LHtu,"lateral hypothalamic area, tuberal part","lateral hypothalamic area, tuberal part",LHAtub,DHBA:10494,#DBABC8,208,170,110,40,1,1,1
883,LHmc,magnocellular nucleus of lateral hypothalamic area,magnocellular nucleus of lateral hypothalamic area,LHmc,DHBA:13070,#C178A2,1253,170,110,40,1,1,1
884,LHsc,accessory secretory cells of lateral hypothalamus,accessory secretory cells of lateral hypothalamus,LHsc,DHBA:13337,#C178A2,1254,250,190,212,1,1,1
885,PalHy,pallidohypothalamic area,pallidohypothalamic area,PalHy,DHBA:266441563,#CF97B9,1255,245,130,48,1,1,1
886,PSTh,parasubthalamic nucleus,parasubthalamic nucleus,PSTh,DHBA:13058,#BF89BC,1256,0,0,128,1,1,1
887,NCN,nanocellular hypothalamic nucleus,nanocellular hypothalamic nucleus,NCN,DHBA:13071,#C484A9,1257,255,215,180,1,1,1
888,MnE,median eminence,median eminence,ME,DHBA:13338,#87281A,209,0,130,200,1,1,1
889,MnEe,external portion of median eminence,external portion of median eminence,MEE,DHBA:13339,#915E7E,1258,220,190,255,1,1,1
890,MnEi,internal portion of median eminence,internal portion of median eminence,MEI,DHBA:13340,#915E7E,1259,128,0,0,1,1,1
891,HTHma,mammillary (posterior) region of HTH,mammillary region of HTH,HTHma,DHBA:10495,#C484A9,210,227,24,55,1,1,1
892,TM,tuberomammillary nucleus,tuberomammillary nucleus,TM,DHBA:10496,#B57197,211,202,59,255,1,1,1
893,SUM,supramammillary nucleus,supramammillary nucleus,SUM,DHBA:10497,#A66B8E,212,29,97,134,1,1,1
894,SUMm,medial subdivision of SUM,,,DHBA:AA30345,,1260,70,240,240,1,1,1
895,SUMl,lateral subdivision of SUM,,,DHBA:AA30346,,1261,170,110,40,1,1,1
896,MNC,medial nuclear complex of thalamus,medial nuclear complex of thalamus,MNC,DHBA:10397,#B67BB4,156,189,74,138,1,1,1
897,MNC,mammillary nuclear complex,medial nuclear complex of thalamus,MNC,DHBA:10397,#B67BB4,156,189,74,138,1,1,1
898,MM,medial mammillary nucleus,medial mammillary nucleus,MM,DHBA:10499,#B57197,214,213,147,102,1,1,1
899,MMl,lateral division of medial mammillary nucleus,lateral part of medial mammillary nucleus,MMl,DHBA:10500,#B57197,1262,240,50,230,1,1,1
900,MMm,medial division of medial mammillary nucleus,medial part of medial mammillary nucleus,MMm,DHBA:10501,#B57197,1263,255,225,25,1,1,1
901,MMn,median division of medial mammillary nucleus,,,DHBA:AA30347,,1264,128,0,0,1,1,1
902,MMc,caudal division of medial mammillary nucleus,,,DHBA:AA30348,,1265,255,215,180,1,1,1
