graph_order,uDHBA_id,uDHBA_acronym,uDHBA_name,DHBA_name,DHBA_acronym,DHBA_id,uDHBA_label_value,r,g,b,hierarchy and full names,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
763,DHBA:11576,LG6,layer 6 of LG,layer 6 of DLG,DLG6,11576,1141,250,190,212,,,,,,,,,,,,,layer 6 of LG,,,,,
764,DHBA:266441519,LGko,koniocellular layers of LG,koniocellular layer of DLG,DLGk,266441519,1142,240,50,230,,,,,,,,,,,,koniocellular layers of LG,,,,,,
765,DHBA:AA30296,LGko1,layer 1 (S layer) of LGko,,,,1143,220,190,255,,,,,,,,,,,,,layer 1 (S layer) of LGko,,,,,
766,DHBA:AA30297,LGko2,layer 2 of LGko,,,,1144,70,240,240,,,,,,,,,,,,,layer 2 of LGko,,,,,
767,DHBA:AA30298,LGko3,layer 3 of LGko,,,,1145,0,0,128,,,,,,,,,,,,,layer 3 of LGko,,,,,
768,DHBA:AA30299,LGko4,layer 4 of LGko,,,,1146,240,50,230,,,,,,,,,,,,,layer 4 of LGko,,,,,
769,DHBA:AA30300,LGko5,layer 5 of LGko,,,,1147,128,128,128,,,,,,,,,,,,,layer 5 of LGko,,,,,
770,DHBA:AA30301,LGko6,layer 6 of LGko,,,,1148,250,190,212,,,,,,,,,,,,,layer 6 of LGko,,,,,
771,DHBA:13042,PG,pregeniculate nucleus (ventral lateral geniculate nucleus),pregeniculate nucleus,PG,13042,176,150,77,31,,,,,,,,,,,pregeniculate nucleus (ventral lateral geniculate nucleus),,,,,,,
772,DHBA:AA30302,PGpr,principal part of pregeniculate nucleus,,,,1149,128,0,0,,,,,,,,,,,,principal part of pregeniculate nucleus,,,,,,
773,DHBA:AA30303,PGpc,parvicellular part of PGpr,,,,1150,60,180,75,,,,,,,,,,,,,parvicellular part of PGpr,,,,,
774,DHBA:AA30304,PGmc,magocellular part of PGpr,,,,1151,145,30,180,,,,,,,,,,,,,magocellular part of PGpr,,,,,
775,DHBA:AA30305,IGL,intergeniculate leaf,,,,1152,145,30,180,,,,,,,,,,,,,intergeniculate leaf,,,,,
776,DHBA:AA30306,PGov,oval body of pregeniculate nucleus,,,,1153,0,128,128,,,,,,,,,,,,oval body of pregeniculate nucleus,,,,,,
777,DHBA:AA30307,MGC,medial geniculate nuclear complex,,,,1154,145,30,180,,,,,,,,,,medial geniculate nuclear complex,,,,,,,,
778,DHBA:10434,MG,medial geniculate nucleus,medial geniculate nuclei,MG,10434,177,17,142,10,,,,,,,,,,,medial geniculate nucleus,,,,,,,
779,DHBA:10435,DMG,dorsal (rostral) division of medial geniculate nucleus,dorsal medial geniculate nucleus,DMG,10435,1155,60,180,75,,,,,,,,,,,,dorsal (rostral) division of medial geniculate nucleus,,,,,,
780,DHBA:10436,DMGrd,rostrodorsal subdivision of DMG,anterodorsal subdivision of DMG,DMGad,10436,1156,145,30,180,,,,,,,,,,,,,rostrodorsal subdivision of DMG,,,,,
781,DHBA:10437,DMGcd,caudodorsal subdivision of DMG,posterodorsal subdivision of DMG,DMGpd,10437,1157,250,190,212,,,,,,,,,,,,,caudodorsal subdivision of DMG,,,,,
782,DHBA:10438,VMG,ventral (caudal) division of medial geniculate nucleus,ventral medial geniculate nucleus,VMG,10438,1158,128,0,0,,,,,,,,,,,,ventral (caudal) division of medial geniculate nucleus,,,,,,
783,DHBA:AA30308,VMGr,rostral subdivision of the VMG,,,,1159,60,180,75,,,,,,,,,,,,,rostral subdivision of the VMG,,,,,
784,DHBA:AA30309,VMGc,caudal subdivision of the VMG,,,,1160,170,255,195,,,,,,,,,,,,,caudal subdivision of the VMG,,,,,
785,DHBA:10439,MMG,medial division of medial geniculate nucleus,magnocellular (medial) nucleus,MMG,10439,1161,60,180,75,,,,,,,,,,,,medial division of medial geniculate nucleus,,,,,,
786,DHBA:266441523,MzMG,marginal zone of medial geniculate nucleus,limitans part of medial geniculate nucleus,LiMG,266441523,1162,145,30,180,,,,,,,,,,,,marginal zone of medial geniculate nucleus,,,,,,
787,DHBA:13044,SGN,suprageniculate nucleus,suprageniculate nucleus of thalamus,SGN,13044,1163,128,128,0,,,,,,,,,,,suprageniculate nucleus,,,,,,,
788,DHBA:AA30310,PaMG,parageniculate nuclear complex,,,,1164,230,25,75,,,,,,,,,,parageniculate nuclear complex,,,,,,,,
789,DHBA:10440,PoT,posterior nucleus of thalamus,posterior nucleus of thalamus,Po,10440,178,255,225,25,,,,,,,,,,,posterior nucleus of thalamus,,,,,,,
790,DHBA:AA30311,PMg,posterior marginal (intralaminar) nucleus of thalamus ,,,,1165,255,215,180,,,,,,,,,,,posterior marginal (intralaminar) nucleus of thalamus ,,,,,,,
791,DHBA:AA30312,PCT,parvicellular nucleus of posterior thalamus,,,,1166,128,128,128,,,,,,,,,,,parvicellular nucleus of posterior thalamus,,,,,,,
792,DHBA:12285,PP,peripeduncular nucleus,peripeduncular nucleus,PP,12285,1167,245,130,48,,,,,,,,,,,peripeduncular nucleus,,,,,,,
793,DHBA:AA30313,PLi,posterior limitans nucleus,,,,1168,230,25,75,,,,,,,,,,,posterior limitans nucleus,,,,,,,
794,DHBA:AA30314,Eth,ethmoid thalamic nucleus,,,,1169,145,30,180,,,,,,,,,,,ethmoid thalamic nucleus,,,,,,,
795,DHBA:AA30315,REth,retroethmoid thalamic nucleus,,,,1170,128,0,0,,,,,,,,,,,retroethmoid thalamic nucleus,,,,,,,
796,DHBA:10442,ILN,intralaminar nuclear complex of thalamus,intralaminar nuclear complex,ILN,10442,180,246,150,35,,,,,,,,,intralaminar nuclear complex of thalamus,,,,,,,,,
797,DHBA:10443,ILNr,rostral intralaminar nuclei of thalamus,anterior group of intralaminar nuclei,AILN,10443,181,60,180,75,,,,,,,,,,rostral intralaminar nuclei of thalamus,,,,,,,,
798,DHBA:10446,PC,paracentral nucleus of thalamus,paracentral nucleus of thalamus,PC,10446,1171,210,245,60,,,,,,,,,,,paracentral nucleus of thalamus,,,,,,,
799,DHBA:AA30316,PCl,lateral (parvicellular) part of PC,,,,1172,0,128,128,,,,,,,,,,,,lateral (parvicellular) part of PC,,,,,,
800,DHBA:AA30317,PCm,medial (magocellular) part of PC,,,,1173,70,240,240,,,,,,,,,,,,medial (magocellular) part of PC,,,,,,
801,DHBA:10444,CL,central lateral nucleus of thalamus,central lateral nucleus of the thalamus,CL,10444,1174,60,180,75,,,,,,,,,,,central lateral nucleus of thalamus,,,,,,,
802,DHBA:266441527,CLm,medial division of central lateral nucleus ,medial division of central lateral nucleus ,CLm,266441527,1175,255,215,180,,,,,,,,,,,,medial division of central lateral nucleus ,,,,,,
803,DHBA:266441531,CLl,lateral division of central lateral nucleus,lateral division of central lateral nucleus,CLl,266441531,1176,255,215,180,,,,,,,,,,,,lateral division of central lateral nucleus,,,,,,
804,DHBA:266441535,CLs,superior division of central lateral nucleus,dorsal division of central lateral nucleus,CLs,266441535,1177,60,180,75,,,,,,,,,,,,superior division of central lateral nucleus,,,,,,
805,DHBA:266441539,CLc,caudal division of central lateral nucleus,caudal division of central lateral nucleus,CLc,266441539,1178,170,110,40,,,,,,,,,,,,caudal division of central lateral nucleus,,,,,,
806,DHBA:AA30318,AnT,angular nucleus of thalamus ,,,,1179,255,250,200,,,,,,,,,,,,angular nucleus of thalamus ,,,,,,
807,DHBA:13331,CD,central dorsal nucleus of thalamus,central dorsal nucleus of thalamus,CD,13331,1180,255,250,200,,,,,,,,,,,central dorsal nucleus of thalamus,,,,,,,
808,DHBA:10445,CMt,central medial nucleus of thalamus,central medial nucleus of thalamus,CeM,10445,991,245,130,48,,,,,,,,,,,central medial nucleus of thalamus,,,,,,,
809,DHBA:10448,ILNc,caudal intralaminar nuclei of thalamus,posterior group of intralaminar nuclei,PILN,10448,182,255,250,200,,,,,,,,,,caudal intralaminar nuclei of thalamus,,,,,,,,
810,DHBA:10450,Pf,parafascicular nucleus of thalamus,parafascicular nucleus of thalamus,Pf,10450,184,122,15,16,,,,,,,,,,,parafascicular nucleus of thalamus,,,,,,,
811,DHBA:13052,Pfl,lateral division of parafascicular nucleus of thalamus,lateral division of parafascicular nucleus of thalamus,Pfl,13052,1182,170,255,195,,,,,,,,,,,,lateral division of parafascicular nucleus of thalamus,,,,,,
812,DHBA:13053,Pfm,medial division of parafascicular nucleus of thalamus,medial division of parafascicular nucleus of thalamus,Pfm,13053,1183,210,245,60,,,,,,,,,,,,medial division of parafascicular nucleus of thalamus,,,,,,
813,DHBA:10449,CM,centromedian nucleus of thalamus,centromedian nucleus of thalamus,CM,10449,183,199,119,67,,,,,,,,,,,centromedian nucleus of thalamus,,,,,,,
814,DHBA:13050,CMl,lateral division of centromedian nucleus of thalamus,lateral division of centromedian nucleus of thalamus,CMl,13050,1184,255,225,25,,,,,,,,,,,,lateral division of centromedian nucleus of thalamus,,,,,,
815,DHBA:13051,CMm,medial division of centromedian nucleus of thalamus,medial division of centromedian nucleus of thalamus,CMm,13051,1185,250,190,212,,,,,,,,,,,,medial division of centromedian nucleus of thalamus,,,,,,
816,DHBA:AA30319,PCM,paracentromedian (ovral) nucleus of thalamus,,,,1186,255,250,200,,,,,,,,,,,paracentromedian (ovral) nucleus of thalamus,,,,,,,
817,DHBA:10461,VTH,ventral thalamus,ventral thalamus,VTH,10461,193,157,110,71,,,,,,,,ventral thalamus,,,,,,,,,,
818,DHBA:10464,Rt,reticular nucleus of thalamus,reticular nucleus of thalamus,R,10464,196,255,225,25,,,,,,,,,reticular nucleus of thalamus,,,,,,,,,
819,DHBA:13059,Rmc,magnocellular division of reticular nucleus,magnocellular division of reticular nucleus,Rmc,13059,1187,240,50,230,,,,,,,,,,magnocellular division of reticular nucleus,,,,,,,,
820,DHBA:13060,Rpc,parvicellular division of reticular nucleus (perireticular nucleus),parvocellular division of reticular nucleus (perireticular nucleus),Rpc,13060,1188,60,180,75,,,,,,,,,,parvicellular division of reticular nucleus (perireticular nucleus),,,,,,,,
821,DHBA:10463,ZI,zona incerta,zona incerta,ZI,10463,195,54,32,225,,,,,,,,,zona incerta,,,,,,,,,
822,DHBA:AA30320,ZIR,rostral division of ZI,,,,1189,250,190,212,,,,,,,,,,rostral division of ZI,,,,,,,,
823,DHBA:AA30321,ZIC,caudal division of ZI,,,,1190,0,130,200,,,,,,,,,,caudal division of ZI,,,,,,,,
824,DHBA:AA30322,ZIPd,dorsal subdivision of ZIC,,,,1191,255,225,25,,,,,,,,,,,dorsal subdivision of ZIC,,,,,,,
825,DHBA:AA30323,ZIPv,ventral subdivision of ZIC,,,,1192,70,240,240,,,,,,,,,,,ventral subdivision of ZIC,,,,,,,
826,DHBA:AA30324,SbG,subgeniculate nucleus,,,,1193,0,128,128,,,,,,,,,,subgeniculate nucleus,,,,,,,,
827,DHBA:10462,FF,nucleus of the field of Forel,nucleus of the field of Forel,FF,10462,194,191,229,36,,,,,,,,,nucleus of the field of Forel,,,,,,,,,
828,DHBA:AA30325,PrRu,prerubral field (field H3),,,,1194,170,255,195,,,,,,,,,prerubral field (field H3),,,,,,,,,
829,DHBA:10451,EpTH,epithalamus,epithalamus,ETH,10451,187,245,130,48,,,,,,,,epithalamus,,,,,,,,,,
830,DHBA:10452,HN,habenular nuclei,habenular nuclei,HN,10452,188,241,150,233,,,,,,,,,habenular nuclei,,,,,,,,,
831,DHBA:10453,LHN,lateral habenular nucleus,lateral habenular nucleus,LHN,10453,189,113,51,171,,,,,,,,,,lateral habenular nucleus,,,,,,,,
832,DHBA:10454,LHNmc,magnocellular (lateral) division of LHN,magnocellular division of lateral habenular nucleus,LHNmc,10454,1195,255,250,200,,,,,,,,,,,magnocellular (lateral) division of LHN,,,,,,,
833,DHBA:10455,LHNpc,parvicellular (medial) division of LHN,parvicellular division of lateral habenular nucleus,LHNpc,10455,1196,255,225,25,,,,,,,,,,,parvicellular (medial) division of LHN,,,,,,,
834,DHBA:AA30326,LHNin,interstitial (dorsal) division of lateral habenular nucleus,,,,1197,128,0,0,,,,,,,,,,,interstitial (dorsal) division of lateral habenular nucleus,,,,,,,
835,DHBA:AA30327,IHN,intermediate (dorsal) habenular nucleus,,,,1198,170,255,195,,,,,,,,,,intermediate (dorsal) habenular nucleus,,,,,,,,
836,DHBA:10456,MHN,medial habenular nucleus,medial habenular nucleus,MHN,10456,190,13,121,197,,,,,,,,,,medial habenular nucleus,,,,,,,,
837,DHBA:AA30328,MHNd,dorsal division of medial habenular nucleus,,,,1199,240,50,230,,,,,,,,,,,dorsal division of medial habenular nucleus,,,,,,,
838,DHBA:AA30329,MHNdm,medial part of MHNd,,,,1200,128,0,0,,,,,,,,,,,,medial part of MHNd,,,,,,
839,DHBA:AA30330,MHNdl,lateral part of MHNd,,,,1201,128,0,0,,,,,,,,,,,,lateral part of MHNd,,,,,,
840,DHBA:AA30331,MHNv,ventral division of medial habenular nucleus,,,,1202,220,190,255,,,,,,,,,,,ventral division of medial habenular nucleus,,,,,,,
841,DHBA:AA30332,MHNvm,medial part of MHNv,,,,1203,255,215,180,,,,,,,,,,,,medial part of MHNv,,,,,,
842,DHBA:AA30333,MHNvl,lateral part of MHNv,,,,1204,230,25,75,,,,,,,,,,,,lateral part of MHNv,,,,,,
843,DHBA:10460,Pin,pineal body,pineal body,Pin,10460,192,81,253,56,,,,,,,,,pineal body,,,,,,,,,
844,DHBA:10465,SuTH,subthalamus,subthalamus,SubTH,10465,197,70,240,240,,,,,,,,subthalamus,,,,,,,,,,
845,DHBA:10466,STH,subthalamic nucleus,subthalamic nucleus,STH,10466,198,106,161,250,,,,,,,,,subthalamic nucleus,,,,,,,,,
846,DHBA:13332,STHm,medial portion of STH,medial portion of STH,STHm,13332,1205,250,190,212,,,,,,,,,,medial portion of STH,,,,,,,,
847,DHBA:13333,STHld,laterodorsal portion of STH,laterodorsal portion of STH,STHld,13333,1206,145,30,180,,,,,,,,,,laterodorsal portion of STH,,,,,,,,
848,DHBA:13334,STHlv,lateroventral portion of STH,lateroventral portion of STH,STHlv,13334,1207,128,128,128,,,,,,,,,,lateroventral portion of STH,,,,,,,,
849,DHBA:AA30334,THx,uncharted (diffuse) part of thalamus,,,,1208,0,130,200,,,,,,,,uncharted (diffuse) part of thalamus,,,,,,,,,,
850,DHBA:AA30335,THMDe,developing transient structures of thalamus,,,,1209,250,190,212,,,,,,,developing transient structures of thalamus,,,,,,,,,,,
851,DHBA:10554,thVZ,ventricular zone of thalamus,VZ in thalamic region,thVZ,10554,1210,240,50,230,,,,,,,,ventricular zone of thalamus,,,,,,,,,,
852,DHBA:AA30336,DMS,dorsal migratory stream,,,,1211,70,240,240,,,,,,,,dorsal migratory stream,,,,,,,,,,
853,DHBA:AA30337,VMS,ventral migratory stream,,,,1212,255,250,200,,,,,,,,ventral migratory stream,,,,,,,,,,
854,DHBA:10467,HTH,hypothalamus,hypothalamus,HTH,10467,199,14,153,129,,,,,,hypothalamus,,,,,,,,,,,,
855,DHBA:AA30338,HTHR,regions of hypothalamus,,,,1213,128,0,0,,,,,,,regions of hypothalamus,,,,,,,,,,,
856,DHBA:10468,HTHpo,preoptic region of HTH,preoptic region of HTH,HTHpo,10468,200,172,243,164,,,,,,,,preoptic region of HTH,,,,,,,,,,
857,DHBA:10469,PeVpo,"periventricular nucleus, preoptic portion","periventricular nucleus, preoptic portion",PeVpo,10469,1214,70,240,240,,,,,,,,,"periventricular nucleus, preoptic portion",,,,,,,,,
858,DHBA:266441543,PeD,dorsal periventricular nucleus,dorsal periventricular nucleus,DPe,266441543,1215,128,0,0,,,,,,,,,,dorsal periventricular nucleus,,,,,,,,
859,DHBA:13061,PeAV,anteroventral periventricular nucleus,anteroventral periventricular nucleus,AVPe,13061,1216,70,240,240,,,,,,,,,,anteroventral periventricular nucleus,,,,,,,,
860,DHBA:13062,AMPO,anteromedial preoptic nucleus,anteromedial preoptic nucleus,AMPO,13062,1217,220,190,255,,,,,,,,,,anteromedial preoptic nucleus,,,,,,,,
861,DHBA:266441547,MPA,medial preoptic area,medial preoptic area,MPA,266441547,1218,220,190,255,,,,,,,,,medial preoptic area,,,,,,,,,
862,DHBA:10470,MPN,medial preoptic nucleus,medial preoptic nucleus,MPN,10470,1219,220,190,255,,,,,,,,,medial preoptic nucleus,,,,,,,,,
863,DHBA:10471,LPA,lateral preoptic area,lateral preoptic area,LPA,10471,1220,255,225,25,,,,,,,,,lateral preoptic area,,,,,,,,,
864,DHBA:10472,IMH,intermediate (sexually dimorphic) hypothalamic nuclei,intermediate (sexually dimorphic) hypothalamic nuclei,IMH,10472,1221,170,255,195,,,,,,,,,intermediate (sexually dimorphic) hypothalamic nuclei,,,,,,,,,
865,DHBA:13063,MnPO,median preoptic nucleus,median preoptic nucleus,MnPO,13063,1222,250,190,212,,,,,,,,,median preoptic nucleus,,,,,,,,,
866,DHBA:12106,OVLT,organum vasculosum laminae terminalis,organum vasculosum laminae terminalis,OVLT,12106,1223,245,130,48,,,,,,,,,organum vasculosum laminae terminalis,,,,,,,,,
867,DHBA:10473,HTHso,supraoptic region of HTH,supraoptic region of HTH,HTHso,10473,201,138,205,27,,,,,,,,supraoptic region of HTH,,,,,,,,,,
868,DHBA:10474,PeVso,"periventricular nucleus, supraoptic portion","periventricular nucleus, supraoptic portion",PeVso,10474,1224,255,215,180,,,,,,,,,"periventricular nucleus, supraoptic portion",,,,,,,,,
869,DHBA:10475,AHN,anterior hypothalamic nucleus,anterior hypothalamic nucleus,AHN,10475,1225,128,128,128,,,,,,,,,anterior hypothalamic nucleus,,,,,,,,,
870,DHBA:AA30339,VHN,ventral anterior hypothalamic nucleus,,,,1226,128,128,0,,,,,,,,,ventral anterior hypothalamic nucleus,,,,,,,,,
871,DHBA:266441551,AHy,anterior hypothalamic area,anterior hypothalamic area,AnHA,266441551,1227,230,25,75,,,,,,,,,anterior hypothalamic area,,,,,,,,,
872,DHBA:10476,PaH,paraventricular nucleus of hypothalamus,paraventricular nucleus of hypothalamus,PV,10476,1228,255,225,25,,,,,,,,,paraventricular nucleus of hypothalamus,,,,,,,,,
873,DHBA:10477,PaHd,descending division of paraventricular nucleus,descending division of paraventricular nucleus,PVd,10477,1229,0,130,200,,,,,,,,,,descending division of paraventricular nucleus,,,,,,,,
874,DHBA:10478,PaHmc,magnocellular division of paraventricular nucleus,magnocellular division of paraventricular nucleus,PVmc,10478,1230,245,130,48,,,,,,,,,,magnocellular division of paraventricular nucleus,,,,,,,,
875,DHBA:10479,PaHpc,parvicellular division of paraventricular nucleus,parvicellular division of paraventricular nucleus,PVpc,10479,1231,170,255,195,,,,,,,,,,parvicellular division of paraventricular nucleus,,,,,,,,
876,DHBA:13064,PaHpo,posterior division of paraventricular nucleus,posterior division of paraventricular nucleus,PVpo,13064,1232,170,110,40,,,,,,,,,,posterior division of paraventricular nucleus,,,,,,,,
877,DHBA:15535,UnN,uncinate nucleus,uncinate nucleus,UnN,15535,1233,240,50,230,,,,,,,,,uncinate nucleus,,,,,,,,,
878,DHBA:10480,SCH,suprachiasmatic nucleus,suprachiasmatic nucleus,SCN,10480,1234,0,130,200,,,,,,,,,suprachiasmatic nucleus,,,,,,,,,
879,DHBA:13065,SCHd,dorsal part of suprachiasmatic nucleus,dorsal part of suprachiasmatic nucleus,SCNd,13065,1235,240,50,230,,,,,,,,,,dorsal part of suprachiasmatic nucleus,,,,,,,,
880,DHBA:13066,SCHc,central part of suprachiasmatic nucleus,central part of suprachiasmatic nucleus,SCNc,13066,1236,128,128,0,,,,,,,,,,central part of suprachiasmatic nucleus,,,,,,,,
881,DHBA:15536,RCH,retrochiasmatic nucleus,retrochiasmatic nucleus,RCN,15536,1237,128,0,0,,,,,,,,,retrochiasmatic nucleus,,,,,,,,,
882,DHBA:10481,SO,supraoptic nucleus,supraoptic nucleus,SO,10481,1238,170,255,195,,,,,,,,,supraoptic nucleus,,,,,,,,,
883,DHBA:AA30340,SOm,medial part of supraoptic nucleus,,,,1239,128,0,0,,,,,,,,,,medial part of supraoptic nucleus,,,,,,,,
884,DHBA:13068,SOl,lateral part of supraoptic nucleus,lateral part of supraoptic nucleus,SOl,13068,1240,220,190,255,,,,,,,,,,lateral part of supraoptic nucleus,,,,,,,,
885,DHBA:AA30341,LHso,"lateral hypothalamic area, supraoptic part",,,,1241,255,250,200,,,,,,,,,"lateral hypothalamic area, supraoptic part",,,,,,,,,
886,DHBA:13069,SuV,subventricular nucleus,subventricular nucleus,SuV,13069,1242,0,0,128,,,,,,,,,subventricular nucleus,,,,,,,,,
887,DHBA:266441555,SPZ,subparaventricular zone,subparaventricular zone,SPZ,266441555,1243,70,240,240,,,,,,,,,subparaventricular zone,,,,,,,,,
888,DHBA:10483,HTHtu,tuberal region of HTH,tuberal region of HTH,HTHtub,10483,202,240,50,230,,,,,,,,tuberal region of HTH,,,,,,,,,,
889,DHBA:10484,PeVtu,"periventricular nucleus, tuberal portion","periventricular nucleus, tuberal portion",PeVtub,10484,1244,240,50,230,,,,,,,,,"periventricular nucleus, tuberal portion",,,,,,,,,
890,DHBA:13335,DHA,dorsal hypothalamic area,dorsal hypothalamic area,DHA,13335,1245,145,30,180,,,,,,,,,dorsal hypothalamic area,,,,,,,,,
891,DHBA:10485,DMH,dorsomedial hypothalamic nucleus,dorsomedial hypothalamic nucleus,DMH,10485,203,143,41,144,,,,,,,,,dorsomedial hypothalamic nucleus,,,,,,,,,
892,DHBA:10486,DMHco,compact part of dorsomedial hypothalamic nucleus,compact part of dorsomedial hypothalamic nucleus,DMHc,10486,1246,250,190,212,,,,,,,,,,compact part of dorsomedial hypothalamic nucleus,,,,,,,,
893,DHBA:10487,DMHdi,diffuse part of dorsomedial hypothalamic nucleus,diffuse part of dorsomedial hypothalamic nucleus,DMHd,10487,1247,128,128,0,,,,,,,,,,diffuse part of dorsomedial hypothalamic nucleus,,,,,,,,
894,DHBA:10488,VMH,ventromedial hypothalamic nucleus,ventromedial hypothalamic nucleus,VMH,10488,204,246,145,107,,,,,,,,,ventromedial hypothalamic nucleus,,,,,,,,,
895,DHBA:AA30342,VMHsh,shell of ventromedial hypothalamic nucleus,,,,1248,128,0,0,,,,,,,,,,shell of ventromedial hypothalamic nucleus,,,,,,,,
896,DHBA:AA30343,VMHco,core of ventromedial hypothalamic nucleus,,,,1249,250,190,212,,,,,,,,,,core of ventromedial hypothalamic nucleus,,,,,,,,
897,DHBA:10489,VMHd,dorsal part of VMHco,dorsal part of ventromedial hypothalamic nucleus,VMHd,10489,1250,240,50,230,,,,,,,,,,,dorsal part of VMHco,,,,,,,
898,DHBA:10490,VMHv,ventral part of VMHco,ventral part of ventromedial hypothalamic nucleus,VMHv,10490,1251,60,180,75,,,,,,,,,,,ventral part of VMHco,,,,,,,
899,DHBA:AA30344,VMHce,central part of VMHco,,,,1252,210,245,60,,,,,,,,,,,central part of VMHco,,,,,,,
900,DHBA:10492,ArH,arcuate nucleus of hypothalamus,arcuate nucleus of hypothalamus,Arc,10492,206,0,130,200,,,,,,,,,arcuate nucleus of hypothalamus,,,,,,,,,
901,DHBA:10493,LTu,lateral tuberal nuclei,lateral tuberal nuclei,LT,10493,207,230,25,75,,,,,,,,,lateral tuberal nuclei,,,,,,,,,
902,DHBA:10494,LHtu,"lateral hypothalamic area, tuberal part","lateral hypothalamic area, tuberal part",LHAtub,10494,208,170,110,40,,,,,,,,,"lateral hypothalamic area, tuberal part",,,,,,,,,
